,name,reviews.username,reviews.rating,cleanliness,food,comfortable
21493,Hampton Inn & Suites-downtown-tutwiler,Ivana,5.0,4,4,4
21494,Hampton Inn & Suites-downtown-tutwiler,Barbara,4.0,3,3,5
21495,Hampton Inn & Suites-downtown-tutwiler,svviss,4.0,3,5,5
21496,Hampton Inn & Suites-downtown-tutwiler,A Traveler,3.0,2,4,3
21497,Hampton Inn & Suites-downtown-tutwiler,Erin Hicks,3.0,4,3,2
21498,Hampton Inn & Suites-downtown-tutwiler,A Traveler,3.0,3,2,2
21499,Hampton Inn & Suites-downtown-tutwiler,A Traveler,3.0,4,3,3
21500,Hampton Inn & Suites-downtown-tutwiler,Candace R,5.0,5,4,5
21501,Hampton Inn & Suites-downtown-tutwiler,Traci,5.0,5,5,4
21502,Hampton Inn & Suites-downtown-tutwiler,John,5.0,5,5,5
21503,Hampton Inn & Suites-downtown-tutwiler,H,5.0,5,4,4
21504,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,5,4,5
21505,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,4,4,5
21506,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,5,5,4
21507,Hampton Inn & Suites-downtown-tutwiler,A Traveler,4.0,5,5,5
21508,Hampton Inn & Suites-downtown-tutwiler,Frank,5.0,5,5,4
21509,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,4,5,5
21510,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,5,4,5
21511,Hampton Inn & Suites-downtown-tutwiler,A Traveler,1.0,1,2,1
21512,Hampton Inn & Suites-downtown-tutwiler,Gregory,5.0,5,4,5
21513,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,4,4,5
21514,Hampton Inn & Suites-downtown-tutwiler,Michael Lambert,5.0,5,4,5
21515,Hampton Inn & Suites-downtown-tutwiler,Beth,4.0,5,3,3
21516,Hampton Inn & Suites-downtown-tutwiler,Chad,4.0,3,5,5
21517,Hampton Inn & Suites-downtown-tutwiler,Wendy,5.0,4,4,4
21518,Hampton Inn & Suites-downtown-tutwiler,Angel 9,5.0,4,4,4
21519,Hampton Inn & Suites-downtown-tutwiler,M,5.0,5,5,4
21520,Hampton Inn & Suites-downtown-tutwiler,Matt N,5.0,4,5,4
21521,Hampton Inn & Suites-downtown-tutwiler,Matt N,2.0,3,2,3
21522,Hampton Inn & Suites-downtown-tutwiler,Joe Francica,2.0,2,3,3
21523,Hampton Inn & Suites-downtown-tutwiler,Annette,4.0,4,3,4
21524,Hampton Inn & Suites-downtown-tutwiler,Eduardo Ferrari,4.0,5,3,3
21525,Hampton Inn & Suites-downtown-tutwiler,Michael,5.0,4,4,5
21526,Hampton Inn & Suites-downtown-tutwiler,A Traveler,3.0,4,2,4
21527,Hampton Inn & Suites-downtown-tutwiler,W,5.0,5,5,5
21528,Hampton Inn & Suites-downtown-tutwiler,Donna,4.0,5,3,3
21529,Hampton Inn & Suites-downtown-tutwiler,Patrick Sharpton,4.0,4,5,4
21530,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,5,4,4
21531,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,4,5,4
21532,Hampton Inn & Suites-downtown-tutwiler,Allister Rebeiro,5.0,5,5,4
21533,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,4,5,5
21534,Hampton Inn & Suites-downtown-tutwiler,Charles,5.0,4,4,5
21535,Hampton Inn & Suites-downtown-tutwiler,Steve Hall,5.0,5,5,4
21536,Hampton Inn & Suites-downtown-tutwiler,Jaki Levy,5.0,4,5,4
21537,Hampton Inn & Suites-downtown-tutwiler,Sabrina,5.0,4,5,4
21538,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,4,4,4
21539,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,4,5,5
21540,Hampton Inn & Suites-downtown-tutwiler,Cicely L,5.0,5,4,4
21541,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,4,4,5
21542,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,4,4,4
21543,Hampton Inn & Suites-downtown-tutwiler,Nikki Woods,5.0,5,5,5
21544,Hampton Inn & Suites-downtown-tutwiler,A Traveler,4.0,4,5,3
21545,Hampton Inn & Suites-downtown-tutwiler,AT&T,4.0,5,4,5
21546,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,5,4,5
21547,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,5,5,5
21548,Hampton Inn & Suites-downtown-tutwiler,bruce,5.0,4,5,5
21549,Hampton Inn & Suites-downtown-tutwiler,John Stringfellow,5.0,4,4,4
21550,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,4,5,4
21551,Hampton Inn & Suites-downtown-tutwiler,A Traveler,4.0,4,3,4
21552,Hampton Inn & Suites-downtown-tutwiler,Dave Allen Grady,4.0,5,3,3
21553,Hampton Inn & Suites-downtown-tutwiler,Bill Dillard,4.0,4,5,5
21554,Hampton Inn & Suites-downtown-tutwiler,A Traveler,5.0,5,4,4
21555,Hampton Inn & Suites-downtown-tutwiler,Kevin Dees,5.0,4,5,5
21556,Hampton Inn & Suites-downtown-tutwiler,Kevin Dees,5.0,5,5,5
21557,Narcis,sg911911,5.0,5,4,5
21558,Narcis,GejzaV,4.0,4,4,4
21559,Narcis,VladaGrinchenko,4.0,3,3,4
21560,Narcis,fairsyontour,4.0,5,4,5
21561,Narcis,Faggios,5.0,5,4,5
21562,Narcis,Attila F,5.0,5,5,5
21563,Narcis,Sara M,1.0,2,2,1
21564,Narcis,Elvanayse,3.0,2,3,2
21565,Narcis,David B,3.0,4,3,4
21566,Narcis,Jonathan G,3.0,3,2,4
21567,Comfort Suites,April S,4.0,3,4,3
21568,Comfort Suites,Rhonda M,3.0,3,3,3
21569,Comfort Suites,jpslm271,4.0,5,4,3
21570,Comfort Suites,Dreusmom,2.0,2,3,3
21571,Comfort Suites,Debra H,4.0,3,4,3
21572,Comfort Suites,Monica V,5.0,5,5,5
21573,Comfort Suites,Brad S,4.0,5,5,3
21574,Comfort Suites,97jbk,3.0,2,2,2
21575,Comfort Suites,Madonna C,3.0,4,2,3
21576,Comfort Suites,Wayne D,5.0,4,5,4
21577,Comfort Suites,Mark L,4.0,5,3,4
21578,Comfort Suites,SurferRyan,2.0,3,2,1
21579,Econo Lodge Big Spring,Contributor,1.0,1,2,1
21580,La Quinta Inn and Suites Miami Cutler Bay,rawle,5.0,4,4,4
21581,La Quinta Inn and Suites Miami Cutler Bay,Orlando,4.0,3,4,5
21582,La Quinta Inn and Suites Miami Cutler Bay,Dee,4.0,3,5,5
21583,La Quinta Inn and Suites Miami Cutler Bay,Carlos,5.0,5,5,5
21584,La Quinta Inn and Suites Miami Cutler Bay,keith,2.0,1,2,3
21585,La Quinta Inn and Suites Miami Cutler Bay,Adrienne,2.0,3,1,1
21586,La Quinta Inn and Suites Miami Cutler Bay,James,2.0,1,1,3
21587,La Quinta Inn and Suites Miami Cutler Bay,Ricauter Navarro,2.0,2,3,1
21588,La Quinta Inn and Suites Miami Cutler Bay,timothy,5.0,4,4,4
21589,La Quinta Inn and Suites Miami Cutler Bay,Mary,4.0,3,4,3
21590,La Quinta Inn and Suites Miami Cutler Bay,Jeffrey,3.0,3,4,2
21591,La Quinta Inn and Suites Miami Cutler Bay,JASON,3.0,2,3,3
21592,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,1.0,1,1,2
21593,La Quinta Inn and Suites Miami Cutler Bay,Cheryl,5.0,5,4,4
21594,La Quinta Inn and Suites Miami Cutler Bay,William,3.0,2,2,2
21595,La Quinta Inn and Suites Miami Cutler Bay,Claudia,3.0,4,4,4
21596,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,3.0,2,2,2
21597,La Quinta Inn and Suites Miami Cutler Bay,josephanie,5.0,4,4,5
21598,La Quinta Inn and Suites Miami Cutler Bay,Jim,4.0,5,3,4
21599,La Quinta Inn and Suites Miami Cutler Bay,Ana,2.0,1,2,1
21600,La Quinta Inn and Suites Miami Cutler Bay,Gail,4.0,4,5,3
21601,La Quinta Inn and Suites Miami Cutler Bay,ROBERT,4.0,4,4,5
21602,La Quinta Inn and Suites Miami Cutler Bay,Mohamed F.,4.0,3,4,5
21603,La Quinta Inn and Suites Miami Cutler Bay,Amanda,4.0,3,5,3
21604,La Quinta Inn and Suites Miami Cutler Bay,Michelle,3.0,2,3,2
21605,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,5.0,5,5,4
21606,La Quinta Inn and Suites Miami Cutler Bay,Jacqueline,3.0,2,3,2
21607,La Quinta Inn and Suites Miami Cutler Bay,Troy,3.0,4,2,4
21608,La Quinta Inn and Suites Miami Cutler Bay,LaShon,4.0,3,4,4
21609,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,4.0,5,4,5
21610,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,2.0,2,2,1
21611,La Quinta Inn and Suites Miami Cutler Bay,Ana,4.0,4,4,3
21612,La Quinta Inn and Suites Miami Cutler Bay,M,4.0,3,4,3
21613,La Quinta Inn and Suites Miami Cutler Bay,melissa,5.0,5,5,5
21614,La Quinta Inn and Suites Miami Cutler Bay,Dave,4.0,3,3,3
21615,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,3.0,2,3,2
21616,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,5.0,5,5,5
21617,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,5.0,5,4,5
21618,La Quinta Inn and Suites Miami Cutler Bay,Shawntavia,4.0,5,4,5
21619,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,1.0,1,2,2
21620,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,4.0,3,5,4
21621,La Quinta Inn and Suites Miami Cutler Bay,Jim,3.0,4,4,4
21622,La Quinta Inn and Suites Miami Cutler Bay,Yovana,5.0,5,4,5
21623,La Quinta Inn and Suites Miami Cutler Bay,cliff,3.0,4,4,3
21624,La Quinta Inn and Suites Miami Cutler Bay,Vincent,3.0,2,3,2
21625,La Quinta Inn and Suites Miami Cutler Bay,jose,1.0,2,2,1
21626,La Quinta Inn and Suites Miami Cutler Bay,travean,5.0,5,5,5
21627,La Quinta Inn and Suites Miami Cutler Bay,Deanerkay,2.0,1,2,1
21628,La Quinta Inn and Suites Miami Cutler Bay,Michal,5.0,5,4,5
21629,La Quinta Inn and Suites Miami Cutler Bay,Logan,3.0,2,2,2
21630,La Quinta Inn and Suites Miami Cutler Bay,Logan,3.0,4,3,3
21631,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,5.0,5,5,4
21632,La Quinta Inn and Suites Miami Cutler Bay,Cheryl,3.0,4,3,3
21633,La Quinta Inn and Suites Miami Cutler Bay,Diane,4.0,3,5,3
21634,La Quinta Inn and Suites Miami Cutler Bay,mathilde,2.0,2,1,1
21635,La Quinta Inn and Suites Miami Cutler Bay,Yuli Alfonso,2.0,3,2,2
21636,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,4.0,3,5,4
21637,La Quinta Inn and Suites Miami Cutler Bay,Chris,2.0,2,1,2
21638,La Quinta Inn and Suites Miami Cutler Bay,Chris Brueske,2.0,2,2,1
21639,La Quinta Inn and Suites Miami Cutler Bay,Cristina Cascante,2.0,2,1,2
21640,La Quinta Inn and Suites Miami Cutler Bay,Allison,5.0,4,5,4
21641,La Quinta Inn and Suites Miami Cutler Bay,A Traveler,4.0,5,4,4
21642,La Quinta Inn and Suites Miami Cutler Bay,Armando Jose,5.0,5,4,4
21643,La Quinta Inn and Suites Miami Cutler Bay,Mike Lucas,5.0,5,4,5
21644,La Quinta Inn and Suites Miami Cutler Bay,William Gaynes,5.0,4,4,4
21645,La Quinta Inn and Suites Miami Cutler Bay,Ashok Shetty,5.0,5,5,4
21646,La Quinta Inn and Suites Miami Cutler Bay,Ashok Shetty,4.0,5,3,4
21647,La Quinta Inn and Suites Miami Cutler Bay,Fee Fiallo,4.0,5,3,5
21648,La Quinta Inn and Suites Miami Cutler Bay,Lb Dutchess,4.0,5,5,3
21649,Candlewood Suites Fort Smith,Shantell Bishop,1.0,1,2,1
21650,Candlewood Suites Fort Smith,Shantell Bishop,1.0,1,2,1
21651,Courtyard Burlington Harbor,Joe B,5.0,4,5,5
21652,Courtyard Burlington Harbor,Ellen343,5.0,5,5,4
21653,Courtyard Burlington Harbor,lhousesoccer,4.0,3,4,4
21654,Courtyard Burlington Harbor,Alison C,5.0,5,4,5
21655,Courtyard Burlington Harbor,dstew7003,4.0,3,3,5
21656,Courtyard Burlington Harbor,cgregory613,3.0,2,2,4
21657,Courtyard Burlington Harbor,Carie C,4.0,5,5,4
21658,Courtyard Burlington Harbor,P C,5.0,4,4,4
21659,Courtyard Burlington Harbor,james d,4.0,4,4,3
21660,Courtyard Burlington Harbor,Shayne P,4.0,4,5,4
21661,Courtyard Burlington Harbor,G1W,5.0,4,5,4
21662,Courtyard Burlington Harbor,MissourahRes,5.0,5,4,4
21663,Courtyard Burlington Harbor,Steve G,5.0,5,5,5
21664,Courtyard Burlington Harbor,Peter C,4.0,5,3,4
21665,Courtyard Burlington Harbor,eplatt445,5.0,5,4,5
21666,Courtyard Burlington Harbor,Stephen W,5.0,5,4,4
21667,Courtyard Burlington Harbor,Piper444,5.0,4,5,5
21668,Courtyard Burlington Harbor,ann m,4.0,4,5,5
21669,Courtyard Burlington Harbor,Amanda S,5.0,4,4,5
21670,Courtyard Burlington Harbor,mkp0117,4.0,4,5,4
21671,Courtyard Burlington Harbor,Roseanna999,5.0,5,5,4
21672,Courtyard Burlington Harbor,Tracy L,4.0,4,4,5
21673,Courtyard Burlington Harbor,ewlsrltravels,2.0,3,3,2
21674,Courtyard Burlington Harbor,Denis S,5.0,5,5,5
21675,Courtyard Burlington Harbor,CyrusMoo,4.0,3,4,4
21676,Courtyard Burlington Harbor,mwbvirginia,4.0,3,3,3
21677,Courtyard Burlington Harbor,Crystal R,1.0,1,1,2
21678,Courtyard Burlington Harbor,Ali C,4.0,5,4,5
21679,Courtyard Burlington Harbor,Simon V,4.0,3,5,3
21680,Courtyard Burlington Harbor,Tom C,5.0,5,4,4
21681,Courtyard Burlington Harbor,Todd B,5.0,4,4,5
21682,Courtyard Burlington Harbor,ptb2929,5.0,4,5,4
21683,Courtyard Burlington Harbor,T0ughbutfair,5.0,5,5,5
21684,Courtyard Burlington Harbor,emzee1012,4.0,4,3,4
21685,Courtyard Burlington Harbor,Jen L,4.0,4,4,3
21686,Courtyard Burlington Harbor,JCDVM,5.0,4,4,4
21687,Courtyard Burlington Harbor,CrimsonProf,5.0,4,5,5
21688,Courtyard Burlington Harbor,Jayne_05701,5.0,4,5,5
21689,Courtyard Burlington Harbor,sunny22day,5.0,4,5,5
21690,Courtyard Burlington Harbor,Amy R,1.0,1,1,2
21691,Courtyard Burlington Harbor,eatingspinach,5.0,5,4,5
21692,Courtyard Burlington Harbor,Stevo131,4.0,5,4,3
21693,Courtyard Burlington Harbor,BedfordTripper,5.0,5,5,4
21694,Courtyard Burlington Harbor,Gummibear402,4.0,4,5,3
21695,Courtyard Burlington Harbor,danielle F,5.0,5,5,5
21696,Courtyard Burlington Harbor,John N,5.0,4,5,5
21697,Courtyard Burlington Harbor,bdonaghey,4.0,4,5,5
21698,Courtyard Burlington Harbor,Carol S,5.0,5,4,4
21699,Courtyard Burlington Harbor,Liana355,5.0,5,4,4
21700,Courtyard Burlington Harbor,esmwings,5.0,4,4,4
21701,Courtyard Burlington Harbor,Lu104,4.0,5,3,4
21702,Courtyard Burlington Harbor,Kim N,5.0,5,4,5
21703,Courtyard Burlington Harbor,laboswell,5.0,5,4,5
21704,Courtyard Burlington Harbor,Cattaraugus,3.0,4,4,2
21705,Courtyard Burlington Harbor,ASLOV,4.0,5,4,3
21706,Courtyard Burlington Harbor,clouseau_7,4.0,4,5,5
21707,Courtyard Burlington Harbor,Bruce K,5.0,4,4,4
21708,Courtyard Burlington Harbor,jpwidner,5.0,5,4,4
21709,Courtyard Burlington Harbor,Lynn J,4.0,4,5,5
21710,Courtyard Burlington Harbor,A P,4.0,5,3,4
21711,Courtyard Burlington Harbor,FFMike462,5.0,5,4,4
21712,Courtyard Burlington Harbor,Brian P,5.0,5,4,5
21713,Courtyard Burlington Harbor,write a review,0.0,1,1,1
21714,Courtyard Burlington Harbor,LILIK65,2.0,1,1,3
21715,Courtyard Burlington Harbor,kerrycorcoran,4.0,5,5,4
21716,Courtyard Burlington Harbor,A B,4.0,5,5,3
21717,Courtyard Burlington Harbor,MPHGirl23,3.0,4,4,3
21718,Courtyard Burlington Harbor,Oscarthecat,3.0,4,3,3
21719,Terrace Inns Suites,write a review,0.0,1,1,1
21720,Rapid City Days Inn,Deb S,1.0,1,2,1
21721,Rapid City Days Inn,ChrissiMarie,5.0,4,5,5
21722,Rapid City Days Inn,Lori F,3.0,4,3,4
21723,Foxburg Inn,xxxxxxxxxxxxxx,0.0,1,1,1
21724,Aspen Haus Bed and Breakfast,scoutzzz,4.0,4,5,4
21725,Aspen Haus Bed and Breakfast,Rob L,5.0,5,5,5
21726,Aspen Haus Bed and Breakfast,adventurecgn,5.0,4,4,4
21727,Aspen Haus Bed and Breakfast,sulurph,5.0,4,4,4
21728,Aspen Haus Bed and Breakfast,Bartek S,5.0,5,4,5
21729,Aspen Haus Bed and Breakfast,anonymous45066,4.0,3,5,4
21730,Aspen Haus Bed and Breakfast,LifeIsShort55,5.0,5,4,4
21731,Aspen Haus Bed and Breakfast,Jesse B,5.0,5,4,5
21732,Aspen Haus Bed and Breakfast,DCtraveller41,4.0,5,4,3
21733,Aspen Haus Bed and Breakfast,Elyse M,5.0,5,4,5
21734,Aspen Haus Bed and Breakfast,j2dor,4.0,3,4,5
21735,Aspen Haus Bed and Breakfast,ANDRE C,5.0,4,4,5
21736,Aspen Haus Bed and Breakfast,boulderguy37,5.0,5,4,4
21737,Aspen Haus Bed and Breakfast,Susanl1952,5.0,4,4,4
21738,Aspen Haus Bed and Breakfast,bcqajbk,3.0,4,2,3
21739,Aspen Haus Bed and Breakfast,italolandese,5.0,5,5,4
21740,Aspen Haus Bed and Breakfast,OP255,5.0,5,4,4
21741,Aspen Haus Bed and Breakfast,Suzy D,5.0,5,5,4
21742,Aspen Haus Bed and Breakfast,Mike A,5.0,5,5,4
21743,Aspen Haus Bed and Breakfast,Nancy B,5.0,4,4,5
21744,Fort's Cedar View,Mary J,5.0,5,5,5
21745,Relax Inn,Contributor,1.0,1,1,1
21746,Best Western Eufaula Inn,Clara B,5.0,4,5,5
21747,Best Western Eufaula Inn,Melanie347,1.0,2,1,1
21748,Best Western Eufaula Inn,C1054YJrebeccab,5.0,5,5,4
21749,Best Western Eufaula Inn,goforitkid,3.0,2,2,4
21750,Best Western Eufaula Inn,709adrienner,4.0,4,5,5
21751,Best Western Eufaula Inn,Valerie D,5.0,4,4,5
21752,Best Western Eufaula Inn,Lance L,5.0,4,5,4
21753,Best Western Eufaula Inn,Mary J,4.0,5,4,3
21754,Best Western Eufaula Inn,stewartm730,5.0,5,4,5
21755,Best Western Eufaula Inn,jsrodgers,5.0,4,4,5
21756,Best Western Eufaula Inn,Melody S,4.0,5,3,4
21757,Best Western Eufaula Inn,Raretravelo,3.0,3,3,2
21758,Best Western Eufaula Inn,howler5,5.0,5,4,5
21759,Best Western Eufaula Inn,Tony S,4.0,5,3,4
21760,Best Western Eufaula Inn,Howas15,1.0,2,2,2
21761,Best Western Eufaula Inn,FrostyJ,5.0,4,4,5
21762,Best Western Eufaula Inn,Alyssa C.,5.0,4,4,5
21763,Best Western Eufaula Inn,288hughk,5.0,4,5,4
21764,Best Western Eufaula Inn,Michael L,5.0,5,4,5
21765,Terry Peak Ski Area,xxxxxxxxxxxxxx,0.0,1,1,1
21766,Terry Peak Ski Area,write a review,0.0,1,1,1
21767,Super 8 - Effingham,Roger,4.0,5,3,5
21768,Super 8 - Effingham,Roger,3.0,2,4,2
21769,Super 8 - Effingham,A Traveler,3.0,2,4,2
21770,Super 8 - Effingham,Angela,4.0,3,4,3
21771,Super 8 - Effingham,Carol,3.0,3,4,4
21772,Super 8 - Effingham,Don,5.0,5,5,4
21773,Super 8 - Effingham,A Traveler,5.0,5,4,4
21774,Super 8 - Effingham,Douglas,3.0,4,4,3
21775,Super 8 - Effingham,Marcia,4.0,5,4,4
21776,Super 8 - Effingham,A Traveler,1.0,2,2,1
21777,Super 8 - Effingham,Ralph,5.0,5,4,4
21778,Super 8 - Effingham,Terri,3.0,3,3,2
21779,Super 8 - Effingham,Mark,4.0,4,4,3
21780,Super 8 - Effingham,A Traveler,4.0,5,5,5
21781,Super 8 - Effingham,A Traveler,3.0,4,2,4
21782,Super 8 - Effingham,James,4.0,5,5,4
21783,Super 8 - Effingham,Donna,3.0,3,3,3
21784,Super 8 - Effingham,richard,5.0,5,4,5
21785,Super 8 - Effingham,Robert,5.0,4,5,4
21786,Super 8 - Effingham,janiferr,4.0,5,5,3
21787,Super 8 - Effingham,michael,4.0,4,4,4
21788,Super 8 - Effingham,Judie,3.0,4,4,4
21789,Super 8 - Effingham,Deborah,4.0,4,3,4
21790,Super 8 - Effingham,Barbara,4.0,5,5,4
21791,Super 8 - Effingham,Maria,4.0,4,4,5
21792,Super 8 - Effingham,A Traveler,4.0,3,3,4
21793,Super 8 - Effingham,Patrick L,5.0,4,5,5
21794,Super 8 - Effingham,A Traveler,1.0,2,2,2
21795,Super 8 - Effingham,Jill,5.0,4,5,4
21796,Super 8 - Effingham,Chad,3.0,4,3,3
21797,Super 8 - Effingham,A Traveler,4.0,4,4,3
21798,Super 8 - Effingham,Tim L,4.0,4,5,4
21799,Super 8 - Effingham,A Traveler,5.0,5,5,5
21800,Super 8 - Effingham,Jack,3.0,3,2,3
21801,Super 8 - Effingham,Frank,3.0,2,2,3
21802,Super 8 - Effingham,Robert,5.0,4,5,4
21803,Super 8 - Effingham,foggytoad,4.0,4,5,4
21804,Super 8 - Effingham,david,3.0,2,4,2
21805,Super 8 - Effingham,Pamela,4.0,4,5,3
21806,Super 8 - Effingham,Catherine,4.0,3,3,4
21807,Super 8 - Effingham,Brian,4.0,5,3,3
21808,Super 8 - Effingham,KATHLEEN F,4.0,5,5,4
21809,Super 8 - Effingham,erin,3.0,3,2,2
21810,Super 8 - Effingham,Sue463 D,5.0,4,4,4
21811,Super 8 - Effingham,Janis,4.0,5,5,4
21812,Super 8 - Effingham,midnightrider43,5.0,4,4,5
21813,Super 8 - Effingham,vanessa,2.0,1,2,1
21814,Super 8 - Effingham,Larry,4.0,5,4,3
21815,Super 8 - Effingham,Curtis,4.0,4,4,3
21816,Super 8 - Effingham,Chip D,5.0,4,4,5
21817,Super 8 - Effingham,ERIC,1.0,1,2,1
21818,Super 8 - Effingham,Carole J,3.0,2,4,3
21819,Super 8 - Effingham,Bev,3.0,4,2,2
21820,Super 8 - Effingham,Clara,4.0,3,4,4
21821,Super 8 - Effingham,Fred,4.0,4,3,3
21822,Super 8 - Effingham,Leon C,4.0,3,4,3
21823,Super 8 - Effingham,Lisa,3.0,2,3,3
21824,Super 8 - Effingham,Bill F,4.0,3,4,3
21825,Super 8 - Effingham,A Traveler,3.0,3,3,3
21826,Super 8 - Effingham,tom w,5.0,5,5,5
21827,Super 8 - Effingham,David J,3.0,2,4,3
21828,Super 8 - Effingham,Suzan F,4.0,3,3,5
21829,Super 8 - Effingham,Kirkee23,5.0,5,4,4
21830,Super 8 - Effingham,Kirkee23,3.0,3,3,4
21831,Super 8 - Effingham,sablefoxx,5.0,5,4,5
21832,Super 8 - Effingham,Tracy R,4.0,5,4,3
21833,Super 8 - Effingham,David M,4.0,3,4,5
21834,Super 8 - Effingham,cheryls573,4.0,3,4,5
21835,Super 8 - Effingham,t1andjoyce,3.0,4,4,2
21836,Best Western Plus Kelly Inn,Julie L,5.0,4,5,5
21837,Best Western Plus Kelly Inn,Pete1803,1.0,2,1,1
21838,Best Western Plus Kelly Inn,Candace C,5.0,5,4,4
21839,Best Western Plus Kelly Inn,Amanda S,5.0,4,4,4
21840,Best Western Plus Kelly Inn,USSBeagle,4.0,3,3,3
21841,Best Western Plus Kelly Inn,misszippo,5.0,5,4,5
21842,Best Western Plus Kelly Inn,Dawn K,5.0,4,5,5
21843,Best Western Plus Kelly Inn,Julie D,4.0,5,4,4
21844,Best Western Plus Kelly Inn,SeaStock,3.0,3,2,4
21845,Best Western Plus Kelly Inn,karolynl420,5.0,4,4,4
21846,Best Western Plus Kelly Inn,teresae862,5.0,5,5,5
21847,Best Western Plus Kelly Inn,61Potsie,5.0,4,5,4
21848,Best Western Plus Kelly Inn,Len T R,5.0,4,4,4
21849,Best Western Plus Kelly Inn,Katrina S,5.0,4,5,4
21850,Best Western Plus Kelly Inn,Ronald A,4.0,4,5,5
21851,Best Western Plus Kelly Inn,MNTRAVELER1000,4.0,5,5,3
21852,Best Western Plus Kelly Inn,Rafting20142014,4.0,4,5,4
21853,Best Western Plus Kelly Inn,Jodi M,2.0,1,3,2
21854,Best Western Plus Kelly Inn,Christopher Y,3.0,2,4,2
21855,Best Western Plus Kelly Inn,Shelly D,5.0,4,4,4
21856,Best Western Plus Kelly Inn,Sloan832,5.0,4,4,4
21857,Best Western Plus Kelly Inn,Christine N,5.0,5,4,4
21858,Best Western Plus Kelly Inn,Philip E,5.0,4,4,4
21859,Best Western Plus Kelly Inn,Greg A,5.0,5,5,5
21860,Best Western Plus Kelly Inn,Kirk K,4.0,3,5,3
21861,Best Western Plus Kelly Inn,Margaret W,4.0,3,3,3
21862,Best Western Plus Kelly Inn,Teacher30,4.0,3,4,3
21863,Best Western Plus Kelly Inn,Jerry C,4.0,5,4,3
21864,Best Western Plus Kelly Inn,debnbobMinnesota,5.0,5,4,5
21865,Best Western Plus Kelly Inn,Melting Hearts USA Sunglasses,5.0,4,5,5
21866,Best Western Plus Kelly Inn,Susan S,5.0,5,5,5
21867,Best Western Plus Kelly Inn,hoopster3145,3.0,2,3,4
21868,Best Western Plus Kelly Inn,Barb Trochinski,3.0,2,4,4
21869,Best Western Plus Kelly Inn,Steve H,5.0,5,5,5
21870,Best Western Plus Kelly Inn,Anna M,4.0,3,3,4
21871,Best Western Plus Kelly Inn,barbareet,4.0,4,5,5
21872,Best Western Plus Kelly Inn,Bernice C,5.0,5,5,5
21873,Best Western Plus Kelly Inn,theresa48761,3.0,2,2,4
21874,Best Western Plus Kelly Inn,jaz79h,4.0,3,5,4
21875,Best Western Plus Kelly Inn,Tommy T,5.0,5,4,4
21876,Best Western Plus Kelly Inn,ebest77,5.0,5,5,5
21877,Best Western Plus Kelly Inn,Travelseeker1125,5.0,4,4,4
21878,Best Western Plus Kelly Inn,Marcia B,3.0,2,4,3
21879,Best Western Plus Kelly Inn,gswedberg57,5.0,4,4,5
21880,Best Western Plus Kelly Inn,Melting Hearts USA Sunglasses,5.0,5,5,4
21881,Best Western Plus Kelly Inn,Carol B,5.0,4,5,5
21882,Best Western Plus Kelly Inn,Tracy ',4.0,3,3,4
21883,Best Western Plus Kelly Inn,Erika B,5.0,4,5,5
21884,Best Western Plus Kelly Inn,Angela S,5.0,4,5,4
21885,Best Western Plus Kelly Inn,Kathy F,3.0,3,3,4
21886,Best Western Plus Kelly Inn,SANDY R,5.0,5,5,5
21887,Best Western Plus Kelly Inn,WellGirl13,5.0,4,5,5
21888,Best Western Plus Kelly Inn,Lynda M,3.0,4,2,3
21889,Best Western Plus Kelly Inn,18pamelaa,5.0,5,5,4
21890,Best Western Plus Kelly Inn,gmj47,4.0,4,3,5
21891,Best Western Plus Kelly Inn,Barb Trochinski,4.0,3,4,5
21892,Best Western Plus Kelly Inn,Pat C,4.0,3,4,5
